sailing_id,arrival_hhmm,arrival_minutes,departure_hhmm,departure_minutes,display_order,duration_min,from_port,is_active,operator,route,season,service_note,to_port,via_text,is_conditional_service,conditional_type,conditional_route
anei-kanko__2026-04-01_2026-05-10__iriomote-uehara-port__hatoma-port__0930,10:20,620,09:30,570,50,50,西表上原港,yes,安栄観光,anei-kanko__西表上原→鳩間,2026年4月1日〜5月10日ダイヤ,,鳩間港,,no,,
anei-kanko__2026-04-01_2026-05-10__iriomote-ohara-port__ishigaki-port__0800,08:45,525,08:00,480,51,45,西表大原港,yes,安栄観光,anei-kanko__西表大原→石垣,2026年4月1日〜5月10日ダイヤ,上原航路欠航時のみ運航,石垣港離島ターミナル,,yes,route_cancelled,anei-kanko__西表上原→石垣
anei-kanko__2026-04-01_2026-05-10__iriomote-ohara-port__ishigaki-port__0930,10:15,615,09:30,570,52,45,西表大原港,yes,安栄観光,anei-kanko__西表大原→石垣,2026年4月1日〜5月10日ダイヤ,上原航路欠航時に大原-上原方面の連絡送迎バスあり,石垣港離島ターミナル,,no,,
anei-kanko__2026-04-01_2026-05-10__iriomote-ohara-port__ishigaki-port__1400,14:45,885,14:00,840,53,45,西表大原港,yes,安栄観光,anei-kanko__西表大原→石垣,2026年4月1日〜5月10日ダイヤ,,石垣港離島ターミナル,竹富経由,no,,
anei-kanko__2026-04-01_2026-05-10__iriomote-ohara-port__ishigaki-port__1700,17:45,1065,17:00,1020,54,45,西表大原港,yes,安栄観光,anei-kanko__西表大原→石垣,2026年4月1日〜5月10日ダイヤ,上原航路欠航時に大原-上原方面の連絡送迎バスあり,石垣港離島ターミナル,,no,,
anei-kanko__2026-04-01_2026-05-10__iriomote-ohara-port__ishigaki-port__1730,18:15,1095,17:30,1050,55,45,西表大原港,yes,安栄観光,anei-kanko__西表大原→石垣,2026年4月1日〜5月10日ダイヤ,上原航路欠航時のみ運航,石垣港離島ターミナル,,yes,route_cancelled,anei-kanko__西表上原→石垣
anei-kanko__2026-04-01_2026-05-10__iriomote-ohara-port__taketomi-port__1400,14:15,855,14:00,840,56,15,西表大原港,yes,安栄観光,anei-kanko__西表大原→竹富,2026年4月1日〜5月10日ダイヤ,,竹富港,,no,,
anei-kanko__2026-04-01_2026-05-10__hatoma-port__ishigaki-port__0945,11:05,665,09:45,585,57,80,鳩間港,yes,安栄観光,anei-kanko__鳩間→石垣,2026年4月1日〜5月10日ダイヤ,,石垣港離島ターミナル,上原経由,no,,
anei-kanko__2026-04-01_2026-05-10__hatoma-port__ishigaki-port__1725,18:45,1125,17:25,1045,58,80,鳩間港,yes,安栄観光,anei-kanko__鳩間→石垣,2026年4月1日〜5月10日ダイヤ,,石垣港離島ターミナル,上原経由,no,,
anei-kanko__2026-04-01_2026-05-10__hatoma-port__iriomote-uehara-port__1725,18:15,1095,17:25,1045,59,50,鳩間港,yes,安栄観光,anei-kanko__鳩間→西表上原,2026年4月1日〜5月10日ダイヤ,,西表上原港,,no,,
anei-kanko__2026-04-01_2026-05-10__kuroshima-port__ishigaki-port__0840,09:10,550,08:40,520,60,30,黒島港,yes,安栄観光,anei-kanko__黒島→石垣,2026年4月1日〜5月10日ダイヤ,,石垣港離島ターミナル,,no,,
anei-kanko__2026-04-01_2026-05-10__kuroshima-port__ishigaki-port__1410,14:40,880,14:10,850,61,30,黒島港,yes,安栄観光,anei-kanko__黒島→石垣,2026年4月1日〜5月10日ダイヤ,,石垣港離島ターミナル,,no,,
anei-kanko__2026-04-01_2026-05-10__kuroshima-port__ishigaki-port__1640,17:10,1030,16:40,1000,62,30,黒島港,yes,安栄観光,anei-kanko__黒島→石垣,2026年4月1日〜5月10日ダイヤ,,石垣港離島ターミナル,,no,,
anei-kanko__2026-05-11_2026-06-19__kohama-port__ishigaki-port__0955,10:25,625,09:55,595,1,30,小浜港,yes,安栄観光,anei-kanko__小浜→石垣,2026年5月11日〜6月19日ダイヤ,,石垣港離島ターミナル,,no,,
anei-kanko__2026-05-11_2026-06-19__kohama-port__ishigaki-port__1530,16:00,960,15:30,930,2,30,小浜港,yes,安栄観光,anei-kanko__小浜→石垣,2026年5月11日〜6月19日ダイヤ,,石垣港離島ターミナル,,no,,
anei-kanko__2026-05-11_2026-06-19__kohama-port__ishigaki-port__1700,17:30,1050,17:00,1020,3,30,小浜港,yes,安栄観光,anei-kanko__小浜→石垣,2026年5月11日〜6月19日ダイヤ,,石垣港離島ターミナル,,no,,
anei-kanko__2026-05-11_2026-06-19__hateruma-port__ishigaki-port__0950,11:20,680,09:50,590,4,90,波照間港,yes,安栄観光,anei-kanko__波照間→石垣,2026年5月11日〜6月19日ダイヤ,,石垣港離島ターミナル,,no,,
anei-kanko__2026-05-11_2026-06-19__hateruma-port__ishigaki-port__1300,14:30,870,13:00,780,5,90,波照間港,yes,安栄観光,anei-kanko__波照間→石垣,2026年5月11日〜6月19日ダイヤ,,石垣港離島ターミナル,,no,,
anei-kanko__2026-05-11_2026-06-19__hateruma-port__ishigaki-port__1650,18:20,1100,16:50,1010,6,90,波照間港,yes,安栄観光,anei-kanko__波照間→石垣,2026年5月11日〜6月19日ダイヤ,,石垣港離島ターミナル,,no,,
anei-kanko__2026-05-11_2026-06-19__ishigaki-port__kohama-port__0915,09:45,585,09:15,555,7,30,石垣港離島ターミナル,yes,安栄観光,anei-kanko__石垣→小浜,2026年5月11日〜6月19日ダイヤ,,小浜港,,no,,
anei-kanko__2026-05-11_2026-06-19__ishigaki-port__kohama-port__1450,15:20,920,14:50,890,8,30,石垣港離島ターミナル,yes,安栄観光,anei-kanko__石垣→小浜,2026年5月11日〜6月19日ダイヤ,,小浜港,,no,,
anei-kanko__2026-05-11_2026-06-19__ishigaki-port__kohama-port__1620,16:50,1010,16:20,980,9,30,石垣港離島ターミナル,yes,安栄観光,anei-kanko__石垣→小浜,2026年5月11日〜6月19日ダイヤ,,小浜港,,no,,
anei-kanko__2026-05-11_2026-06-19__ishigaki-port__hateruma-port__0800,09:30,570,08:00,480,10,90,石垣港離島ターミナル,yes,安栄観光,anei-kanko__石垣→波照間,2026年5月11日〜6月19日ダイヤ,,波照間港,,no,,
anei-kanko__2026-05-11_2026-06-19__ishigaki-port__hateruma-port__1145,13:15,795,11:45,705,11,90,石垣港離島ターミナル,yes,安栄観光,anei-kanko__石垣→波照間,2026年5月11日〜6月19日ダイヤ,,波照間港,,no,,
anei-kanko__2026-05-11_2026-06-19__ishigaki-port__hateruma-port__1500,16:30,990,15:00,900,12,90,石垣港離島ターミナル,yes,安栄観光,anei-kanko__石垣→波照間,2026年5月11日〜6月19日ダイヤ,,波照間港,,no,,
anei-kanko__2026-05-11_2026-06-19__ishigaki-port__taketomi-port__0730,07:45,465,07:30,450,13,15,石垣港離島ターミナル,yes,安栄観光,anei-kanko__石垣→竹富,2026年5月11日〜6月19日ダイヤ,,竹富港,,no,,
anei-kanko__2026-05-11_2026-06-19__ishigaki-port__taketomi-port__0900,09:15,555,09:00,540,14,15,石垣港離島ターミナル,yes,安栄観光,anei-kanko__石垣→竹富,2026年5月11日〜6月19日ダイヤ,,竹富港,,no,,
anei-kanko__2026-05-11_2026-06-19__ishigaki-port__taketomi-port__1000,10:15,615,10:00,600,15,15,石垣港離島ターミナル,yes,安栄観光,anei-kanko__石垣→竹富,2026年5月11日〜6月19日ダイヤ,,竹富港,,no,,
anei-kanko__2026-05-11_2026-06-19__ishigaki-port__taketomi-port__1230,12:45,765,12:30,750,16,15,石垣港離島ターミナル,yes,安栄観光,anei-kanko__石垣→竹富,2026年5月11日〜6月19日ダイヤ,,竹富港,,no,,
anei-kanko__2026-05-11_2026-06-19__ishigaki-port__taketomi-port__1530,15:45,945,15:30,930,17,15,石垣港離島ターミナル,yes,安栄観光,anei-kanko__石垣→竹富,2026年5月11日〜6月19日ダイヤ,,竹富港,,no,,
anei-kanko__2026-05-11_2026-06-19__ishigaki-port__iriomote-uehara-port__0700,07:50,470,07:00,420,18,50,石垣港離島ターミナル,yes,安栄観光,anei-kanko__石垣→西表上原,2026年5月11日〜6月19日ダイヤ,,西表上原港,,no,,
anei-kanko__2026-05-11_2026-06-19__ishigaki-port__iriomote-uehara-port__0830,09:50,590,08:30,510,19,80,石垣港離島ターミナル,yes,安栄観光,anei-kanko__石垣→西表上原,2026年5月11日〜6月19日ダイヤ,,西表上原港,鳩間経由,no,,
anei-kanko__2026-05-11_2026-06-19__ishigaki-port__iriomote-uehara-port__1330,14:20,860,13:30,810,20,50,石垣港離島ターミナル,yes,安栄観光,anei-kanko__石垣→西表上原,2026年5月11日〜6月19日ダイヤ,,西表上原港,,no,,
anei-kanko__2026-05-11_2026-06-19__ishigaki-port__iriomote-uehara-port__1630,17:50,1070,16:30,990,21,80,石垣港離島ターミナル,yes,安栄観光,anei-kanko__石垣→西表上原,2026年5月11日〜6月19日ダイヤ,,西表上原港,鳩間経由,no,,
anei-kanko__2026-05-11_2026-06-19__ishigaki-port__iriomote-ohara-port__0700,07:45,465,07:00,420,22,45,石垣港離島ターミナル,yes,安栄観光,anei-kanko__石垣→西表大原,2026年5月11日〜6月19日ダイヤ,上原航路欠航時のみ運航,西表大原港,,yes,route_cancelled,anei-kanko__石垣→西表上原
anei-kanko__2026-05-11_2026-06-19__ishigaki-port__iriomote-ohara-port__0830,09:15,555,08:30,510,23,45,石垣港離島ターミナル,yes,安栄観光,anei-kanko__石垣→西表大原,2026年5月11日〜6月19日ダイヤ,上原航路欠航時に大原-上原方面の連絡送迎バスあり,西表大原港,,no,,
anei-kanko__2026-05-11_2026-06-19__ishigaki-port__iriomote-ohara-port__1300,13:45,825,13:00,780,24,45,石垣港離島ターミナル,yes,安栄観光,anei-kanko__石垣→西表大原,2026年5月11日〜6月19日ダイヤ,,西表大原港,,no,,
anei-kanko__2026-05-11_2026-06-19__ishigaki-port__iriomote-ohara-port__1600,16:45,1005,16:00,960,25,45,石垣港離島ターミナル,yes,安栄観光,anei-kanko__石垣→西表大原,2026年5月11日〜6月19日ダイヤ,上原航路欠航時に大原-上原方面の連絡送迎バスあり,西表大原港,,no,,
anei-kanko__2026-05-11_2026-06-19__ishigaki-port__iriomote-ohara-port__1630,17:15,1035,16:30,990,26,45,石垣港離島ターミナル,yes,安栄観光,anei-kanko__石垣→西表大原,2026年5月11日〜6月19日ダイヤ,上原航路欠航時のみ運航,西表大原港,,yes,route_cancelled,anei-kanko__石垣→西表上原
anei-kanko__2026-05-11_2026-06-19__ishigaki-port__hatoma-port__0830,09:50,590,08:30,510,27,80,石垣港離島ターミナル,yes,安栄観光,anei-kanko__石垣→鳩間,2026年5月11日〜6月19日ダイヤ,,鳩間港,上原経由,no,,
anei-kanko__2026-05-11_2026-06-19__ishigaki-port__hatoma-port__1630,17:50,1070,16:30,990,28,80,石垣港離島ターミナル,yes,安栄観光,anei-kanko__石垣→鳩間,2026年5月11日〜6月19日ダイヤ,,鳩間港,上原経由,no,,
anei-kanko__2026-05-11_2026-06-19__ishigaki-port__kuroshima-port__0730,08:00,480,07:30,450,29,30,石垣港離島ターミナル,yes,安栄観光,anei-kanko__石垣→黒島,2026年5月11日〜6月19日ダイヤ,,黒島港,竹富経由,no,,
anei-kanko__2026-05-11_2026-06-19__ishigaki-port__kuroshima-port__1330,14:00,840,13:30,810,30,30,石垣港離島ターミナル,yes,安栄観光,anei-kanko__石垣→黒島,2026年5月11日〜6月19日ダイヤ,,黒島港,,no,,
anei-kanko__2026-05-11_2026-06-19__ishigaki-port__kuroshima-port__1530,16:00,960,15:30,930,31,30,石垣港離島ターミナル,yes,安栄観光,anei-kanko__石垣→黒島,2026年5月11日〜6月19日ダイヤ,,黒島港,竹富経由,no,,
anei-kanko__2026-05-11_2026-06-19__taketomi-port__ishigaki-port__0920,09:35,575,09:20,560,32,15,竹富港,yes,安栄観光,anei-kanko__竹富→石垣,2026年5月11日〜6月19日ダイヤ,,石垣港離島ターミナル,,no,,
anei-kanko__2026-05-11_2026-06-19__taketomi-port__ishigaki-port__1020,10:35,635,10:20,620,33,15,竹富港,yes,安栄観光,anei-kanko__竹富→石垣,2026年5月11日〜6月19日ダイヤ,,石垣港離島ターミナル,,no,,
anei-kanko__2026-05-11_2026-06-19__taketomi-port__ishigaki-port__1240,12:55,775,12:40,760,34,15,竹富港,yes,安栄観光,anei-kanko__竹富→石垣,2026年5月11日〜6月19日ダイヤ,,石垣港離島ターミナル,,no,,
anei-kanko__2026-05-11_2026-06-19__taketomi-port__ishigaki-port__1450,15:05,905,14:50,890,35,15,竹富港,yes,安栄観光,anei-kanko__竹富→石垣,2026年5月11日〜6月19日ダイヤ,,石垣港離島ターミナル,,no,,
anei-kanko__2026-05-11_2026-06-19__taketomi-port__ishigaki-port__1700,17:15,1035,17:00,1020,36,15,竹富港,yes,安栄観光,anei-kanko__竹富→石垣,2026年5月11日〜6月19日ダイヤ,,石垣港離島ターミナル,,no,,
anei-kanko__2026-05-11_2026-06-19__taketomi-port__kuroshima-port__0750,08:05,485,07:50,470,37,15,竹富港,yes,安栄観光,anei-kanko__竹富→黒島,2026年5月11日〜6月19日ダイヤ,,黒島港,,no,,
anei-kanko__2026-05-11_2026-06-19__taketomi-port__kuroshima-port__1550,16:05,965,15:50,950,38,15,竹富港,yes,安栄観光,anei-kanko__竹富→黒島,2026年5月11日〜6月19日ダイヤ,,黒島港,,no,,
anei-kanko__2026-05-11_2026-06-19__iriomote-uehara-port__ishigaki-port__0800,08:50,530,08:00,480,39,50,西表上原港,yes,安栄観光,anei-kanko__西表上原→石垣,2026年5月11日〜6月19日ダイヤ,,石垣港離島ターミナル,,no,,
anei-kanko__2026-05-11_2026-06-19__iriomote-uehara-port__ishigaki-port__0930,10:50,650,09:30,570,40,80,西表上原港,yes,安栄観光,anei-kanko__西表上原→石垣,2026年5月11日〜6月19日ダイヤ,,石垣港離島ターミナル,鳩間経由,no,,
anei-kanko__2026-05-11_2026-06-19__iriomote-uehara-port__ishigaki-port__1430,15:20,920,14:30,870,41,50,西表上原港,yes,安栄観光,anei-kanko__西表上原→石垣,2026年5月11日〜6月19日ダイヤ,,石垣港離島ターミナル,,no,,
anei-kanko__2026-05-11_2026-06-19__iriomote-uehara-port__ishigaki-port__1745,18:35,1115,17:45,1065,42,50,西表上原港,yes,安栄観光,anei-kanko__西表上原→石垣,2026年5月11日〜6月19日ダイヤ,,石垣港離島ターミナル,,no,,
anei-kanko__2026-05-11_2026-06-19__iriomote-uehara-port__hatoma-port__0930,10:20,620,09:30,570,43,50,西表上原港,yes,安栄観光,anei-kanko__西表上原→鳩間,2026年5月11日〜6月19日ダイヤ,,鳩間港,,no,,
anei-kanko__2026-05-11_2026-06-19__iriomote-ohara-port__ishigaki-port__0800,08:45,525,08:00,480,44,45,西表大原港,yes,安栄観光,anei-kanko__西表大原→石垣,2026年5月11日〜6月19日ダイヤ,上原航路欠航時のみ運航,石垣港離島ターミナル,,yes,route_cancelled,anei-kanko__西表上原→石垣
anei-kanko__2026-05-11_2026-06-19__iriomote-ohara-port__ishigaki-port__0930,10:15,615,09:30,570,45,45,西表大原港,yes,安栄観光,anei-kanko__西表大原→石垣,2026年5月11日〜6月19日ダイヤ,上原航路欠航時に大原-上原方面の連絡送迎バスあり,石垣港離島ターミナル,,no,,
anei-kanko__2026-05-11_2026-06-19__iriomote-ohara-port__ishigaki-port__1400,14:45,885,14:00,840,46,45,西表大原港,yes,安栄観光,anei-kanko__西表大原→石垣,2026年5月11日〜6月19日ダイヤ,,石垣港離島ターミナル,竹富経由,no,,
anei-kanko__2026-05-11_2026-06-19__iriomote-ohara-port__ishigaki-port__1700,17:45,1065,17:00,1020,47,45,西表大原港,yes,安栄観光,anei-kanko__西表大原→石垣,2026年5月11日〜6月19日ダイヤ,上原航路欠航時に大原-上原方面の連絡送迎バスあり,石垣港離島ターミナル,,no,,
anei-kanko__2026-05-11_2026-06-19__iriomote-ohara-port__ishigaki-port__1730,18:15,1095,17:30,1050,48,45,西表大原港,yes,安栄観光,anei-kanko__西表大原→石垣,2026年5月11日〜6月19日ダイヤ,上原航路欠航時のみ運航,石垣港離島ターミナル,,yes,route_cancelled,anei-kanko__西表上原→石垣
anei-kanko__2026-05-11_2026-06-19__iriomote-ohara-port__taketomi-port__1400,14:15,855,14:00,840,49,15,西表大原港,yes,安栄観光,anei-kanko__西表大原→竹富,2026年5月11日〜6月19日ダイヤ,,竹富港,,no,,
anei-kanko__2026-05-11_2026-06-19__hatoma-port__ishigaki-port__0945,11:05,665,09:45,585,50,80,鳩間港,yes,安栄観光,anei-kanko__鳩間→石垣,2026年5月11日〜6月19日ダイヤ,,石垣港離島ターミナル,上原経由,no,,
anei-kanko__2026-05-11_2026-06-19__hatoma-port__ishigaki-port__1725,18:45,1125,17:25,1045,51,80,鳩間港,yes,安栄観光,anei-kanko__鳩間→石垣,2026年5月11日〜6月19日ダイヤ,,石垣港離島ターミナル,上原経由,no,,
anei-kanko__2026-05-11_2026-06-19__hatoma-port__iriomote-uehara-port__1725,18:15,1095,17:25,1045,52,50,鳩間港,yes,安栄観光,anei-kanko__鳩間→西表上原,2026年5月11日〜6月19日ダイヤ,,西表上原港,,no,,
anei-kanko__2026-05-11_2026-06-19__kuroshima-port__ishigaki-port__0825,08:55,535,08:25,505,53,30,黒島港,yes,安栄観光,anei-kanko__黒島→石垣,2026年5月11日〜6月19日ダイヤ,,石垣港離島ターミナル,,no,,
anei-kanko__2026-05-11_2026-06-19__kuroshima-port__ishigaki-port__1410,14:40,880,14:10,850,54,30,黒島港,yes,安栄観光,anei-kanko__黒島→石垣,2026年5月11日〜6月19日ダイヤ,,石垣港離島ターミナル,,no,,
anei-kanko__2026-05-11_2026-06-19__kuroshima-port__ishigaki-port__1625,16:55,1015,16:25,985,55,30,黒島港,yes,安栄観光,anei-kanko__黒島→石垣,2026年5月11日〜6月19日ダイヤ,,石垣港離島ターミナル,竹富経由,no,,
anei-kanko__2026-05-11_2026-06-19__kuroshima-port__taketomi-port__1625,16:40,1000,16:25,985,56,15,黒島港,yes,安栄観光,anei-kanko__黒島→竹富,2026年5月11日〜6月19日ダイヤ,,竹富港,,no,,
anei-kanko__2026-06-20_2026-09-30__kohama-port__ishigaki-port__0955,10:25,625,09:55,595,1,30,小浜港,yes,安栄観光,anei-kanko__小浜→石垣,2026年6月20日〜9月30日ダイヤ,,石垣港離島ターミナル,,no,,
anei-kanko__2026-06-20_2026-09-30__kohama-port__ishigaki-port__1140,12:10,730,11:40,700,2,30,小浜港,yes,安栄観光,anei-kanko__小浜→石垣,2026年6月20日〜9月30日ダイヤ,,石垣港離島ターミナル,,no,,
anei-kanko__2026-06-20_2026-09-30__kohama-port__ishigaki-port__1530,16:00,960,15:30,930,3,30,小浜港,yes,安栄観光,anei-kanko__小浜→石垣,2026年6月20日〜9月30日ダイヤ,,石垣港離島ターミナル,,no,,
anei-kanko__2026-06-20_2026-09-30__kohama-port__ishigaki-port__1700,17:30,1050,17:00,1020,4,30,小浜港,yes,安栄観光,anei-kanko__小浜→石垣,2026年6月20日〜9月30日ダイヤ,,石垣港離島ターミナル,,no,,
anei-kanko__2026-06-20_2026-09-30__hateruma-port__ishigaki-port__0950,11:20,680,09:50,590,5,90,波照間港,yes,安栄観光,anei-kanko__波照間→石垣,2026年6月20日〜9月30日ダイヤ,,石垣港離島ターミナル,,no,,
anei-kanko__2026-06-20_2026-09-30__hateruma-port__ishigaki-port__1300,14:30,870,13:00,780,6,90,波照間港,yes,安栄観光,anei-kanko__波照間→石垣,2026年6月20日〜9月30日ダイヤ,,石垣港離島ターミナル,,no,,
anei-kanko__2026-06-20_2026-09-30__hateruma-port__ishigaki-port__1650,18:20,1100,16:50,1010,7,90,波照間港,yes,安栄観光,anei-kanko__波照間→石垣,2026年6月20日〜9月30日ダイヤ,,石垣港離島ターミナル,,no,,
anei-kanko__2026-06-20_2026-09-30__ishigaki-port__kohama-port__0915,09:45,585,09:15,555,8,30,石垣港離島ターミナル,yes,安栄観光,anei-kanko__石垣→小浜,2026年6月20日〜9月30日ダイヤ,,小浜港,,no,,
anei-kanko__2026-06-20_2026-09-30__ishigaki-port__kohama-port__1100,11:30,690,11:00,660,9,30,石垣港離島ターミナル,yes,安栄観光,anei-kanko__石垣→小浜,2026年6月20日〜9月30日ダイヤ,,小浜港,,no,,
anei-kanko__2026-06-20_2026-09-30__ishigaki-port__kohama-port__1450,15:20,920,14:50,890,10,30,石垣港離島ターミナル,yes,安栄観光,anei-kanko__石垣→小浜,2026年6月20日〜9月30日ダイヤ,,小浜港,,no,,
anei-kanko__2026-06-20_2026-09-30__ishigaki-port__kohama-port__1620,16:50,1010,16:20,980,11,30,石垣港離島ターミナル,yes,安栄観光,anei-kanko__石垣→小浜,2026年6月20日〜9月30日ダイヤ,,小浜港,,no,,
anei-kanko__2026-06-20_2026-09-30__ishigaki-port__hateruma-port__0800,09:30,570,08:00,480,12,90,石垣港離島ターミナル,yes,安栄観光,anei-kanko__石垣→波照間,2026年6月20日〜9月30日ダイヤ,,波照間港,,no,,
anei-kanko__2026-06-20_2026-09-30__ishigaki-port__hateruma-port__1145,13:15,795,11:45,705,13,90,石垣港離島ターミナル,yes,安栄観光,anei-kanko__石垣→波照間,2026年6月20日〜9月30日ダイヤ,,波照間港,,no,,
anei-kanko__2026-06-20_2026-09-30__ishigaki-port__hateruma-port__1500,16:30,990,15:00,900,14,90,石垣港離島ターミナル,yes,安栄観光,anei-kanko__石垣→波照間,2026年6月20日〜9月30日ダイヤ,,波照間港,,no,,
anei-kanko__2026-06-20_2026-09-30__ishigaki-port__taketomi-port__0730,07:45,465,07:30,450,15,15,石垣港離島ターミナル,yes,安栄観光,anei-kanko__石垣→竹富,2026年6月20日〜9月30日ダイヤ,,竹富港,,no,,
anei-kanko__2026-06-20_2026-09-30__ishigaki-port__taketomi-port__0900,09:15,555,09:00,540,16,15,石垣港離島ターミナル,yes,安栄観光,anei-kanko__石垣→竹富,2026年6月20日〜9月30日ダイヤ,,竹富港,,no,,
anei-kanko__2026-06-20_2026-09-30__ishigaki-port__taketomi-port__1000,10:15,615,10:00,600,17,15,石垣港離島ターミナル,yes,安栄観光,anei-kanko__石垣→竹富,2026年6月20日〜9月30日ダイヤ,,竹富港,,no,,
anei-kanko__2026-06-20_2026-09-30__ishigaki-port__taketomi-port__1100,11:15,675,11:00,660,18,15,石垣港離島ターミナル,yes,安栄観光,anei-kanko__石垣→竹富,2026年6月20日〜9月30日ダイヤ,,竹富港,,no,,
anei-kanko__2026-06-20_2026-09-30__ishigaki-port__taketomi-port__1230,12:45,765,12:30,750,19,15,石垣港離島ターミナル,yes,安栄観光,anei-kanko__石垣→竹富,2026年6月20日〜9月30日ダイヤ,,竹富港,,no,,
anei-kanko__2026-06-20_2026-09-30__ishigaki-port__taketomi-port__1530,15:45,945,15:30,930,20,15,石垣港離島ターミナル,yes,安栄観光,anei-kanko__石垣→竹富,2026年6月20日〜9月30日ダイヤ,,竹富港,,no,,
anei-kanko__2026-06-20_2026-09-30__ishigaki-port__taketomi-port__1630,16:45,1005,16:30,990,21,15,石垣港離島ターミナル,yes,安栄観光,anei-kanko__石垣→竹富,2026年6月20日〜9月30日ダイヤ,,竹富港,,no,,
anei-kanko__2026-06-20_2026-09-30__ishigaki-port__taketomi-port__1730,17:45,1065,17:30,1050,22,15,石垣港離島ターミナル,yes,安栄観光,anei-kanko__石垣→竹富,2026年6月20日〜9月30日ダイヤ,,竹富港,,no,,
anei-kanko__2026-06-20_2026-09-30__ishigaki-port__iriomote-uehara-port__0700,07:50,470,07:00,420,23,50,石垣港離島ターミナル,yes,安栄観光,anei-kanko__石垣→西表上原,2026年6月20日〜9月30日ダイヤ,,西表上原港,,no,,
anei-kanko__2026-06-20_2026-09-30__ishigaki-port__iriomote-uehara-port__0830,09:50,590,08:30,510,24,80,石垣港離島ターミナル,yes,安栄観光,anei-kanko__石垣→西表上原,2026年6月20日〜9月30日ダイヤ,,西表上原港,鳩間経由,no,,
anei-kanko__2026-06-20_2026-09-30__ishigaki-port__iriomote-uehara-port__1330,14:20,860,13:30,810,25,50,石垣港離島ターミナル,yes,安栄観光,anei-kanko__石垣→西表上原,2026年6月20日〜9月30日ダイヤ,,西表上原港,,no,,
anei-kanko__2026-06-20_2026-09-30__ishigaki-port__iriomote-uehara-port__1630,17:50,1070,16:30,990,26,80,石垣港離島ターミナル,yes,安栄観光,anei-kanko__石垣→西表上原,2026年6月20日〜9月30日ダイヤ,,西表上原港,鳩間経由,no,,
anei-kanko__2026-06-20_2026-09-30__ishigaki-port__iriomote-ohara-port__0700,07:45,465,07:00,420,27,45,石垣港離島ターミナル,yes,安栄観光,anei-kanko__石垣→西表大原,2026年6月20日〜9月30日ダイヤ,上原航路欠航時のみ運航,西表大原港,,yes,route_cancelled,anei-kanko__石垣→西表上原
anei-kanko__2026-06-20_2026-09-30__ishigaki-port__iriomote-ohara-port__0830,09:15,555,08:30,510,28,45,石垣港離島ターミナル,yes,安栄観光,anei-kanko__石垣→西表大原,2026年6月20日〜9月30日ダイヤ,上原航路欠航時に大原-上原方面の連絡送迎バスあり,西表大原港,,no,,
anei-kanko__2026-06-20_2026-09-30__ishigaki-port__iriomote-ohara-port__1300,13:45,825,13:00,780,29,45,石垣港離島ターミナル,yes,安栄観光,anei-kanko__石垣→西表大原,2026年6月20日〜9月30日ダイヤ,,西表大原港,,no,,
anei-kanko__2026-06-20_2026-09-30__ishigaki-port__iriomote-ohara-port__1600,16:45,1005,16:00,960,30,45,石垣港離島ターミナル,yes,安栄観光,anei-kanko__石垣→西表大原,2026年6月20日〜9月30日ダイヤ,上原航路欠航時に大原-上原方面の連絡送迎バスあり,西表大原港,,no,,
