sailing_id,arrival_hhmm,arrival_minutes,departure_hhmm,departure_minutes,display_order,duration_min,from_port,is_active,operator,route,season,service_note,to_port,via_text,is_conditional_service,conditional_type,conditional_route
anei-kanko__2026-06-20_2026-09-30__ishigaki-port__iriomote-ohara-port__1630,17:15,1035,16:30,990,31,45,石垣港離島ターミナル,yes,安栄観光,anei-kanko__石垣→西表大原,2026年6月20日〜9月30日ダイヤ,上原航路欠航時のみ運航,西表大原港,,yes,route_cancelled,anei-kanko__石垣→西表上原
anei-kanko__2026-06-20_2026-09-30__ishigaki-port__hatoma-port__0830,09:50,590,08:30,510,32,80,石垣港離島ターミナル,yes,安栄観光,anei-kanko__石垣→鳩間,2026年6月20日〜9月30日ダイヤ,,鳩間港,上原経由,no,,
anei-kanko__2026-06-20_2026-09-30__ishigaki-port__hatoma-port__1630,17:50,1070,16:30,990,33,80,石垣港離島ターミナル,yes,安栄観光,anei-kanko__石垣→鳩間,2026年6月20日〜9月30日ダイヤ,,鳩間港,上原経由,no,,
anei-kanko__2026-06-20_2026-09-30__ishigaki-port__kuroshima-port__0800,08:30,510,08:00,480,34,30,石垣港離島ターミナル,yes,安栄観光,anei-kanko__石垣→黒島,2026年6月20日〜9月30日ダイヤ,,黒島港,,no,,
anei-kanko__2026-06-20_2026-09-30__ishigaki-port__kuroshima-port__1330,14:00,840,13:30,810,35,30,石垣港離島ターミナル,yes,安栄観光,anei-kanko__石垣→黒島,2026年6月20日〜9月30日ダイヤ,,黒島港,,no,,
anei-kanko__2026-06-20_2026-09-30__ishigaki-port__kuroshima-port__1600,16:30,990,16:00,960,36,30,石垣港離島ターミナル,yes,安栄観光,anei-kanko__石垣→黒島,2026年6月20日〜9月30日ダイヤ,,黒島港,,no,,
anei-kanko__2026-06-20_2026-09-30__taketomi-port__ishigaki-port__0750,08:05,485,07:50,470,37,15,竹富港,yes,安栄観光,anei-kanko__竹富→石垣,2026年6月20日〜9月30日ダイヤ,,石垣港離島ターミナル,,no,,
anei-kanko__2026-06-20_2026-09-30__taketomi-port__ishigaki-port__0920,09:35,575,09:20,560,38,15,竹富港,yes,安栄観光,anei-kanko__竹富→石垣,2026年6月20日〜9月30日ダイヤ,,石垣港離島ターミナル,,no,,
anei-kanko__2026-06-20_2026-09-30__taketomi-port__ishigaki-port__1020,10:35,635,10:20,620,39,15,竹富港,yes,安栄観光,anei-kanko__竹富→石垣,2026年6月20日〜9月30日ダイヤ,,石垣港離島ターミナル,,no,,
anei-kanko__2026-06-20_2026-09-30__taketomi-port__ishigaki-port__1120,11:35,695,11:20,680,40,15,竹富港,yes,安栄観光,anei-kanko__竹富→石垣,2026年6月20日〜9月30日ダイヤ,,石垣港離島ターミナル,,no,,
anei-kanko__2026-06-20_2026-09-30__taketomi-port__ishigaki-port__1250,13:05,785,12:50,770,41,15,竹富港,yes,安栄観光,anei-kanko__竹富→石垣,2026年6月20日〜9月30日ダイヤ,,石垣港離島ターミナル,,no,,
anei-kanko__2026-06-20_2026-09-30__taketomi-port__ishigaki-port__1450,15:05,905,14:50,890,42,15,竹富港,yes,安栄観光,anei-kanko__竹富→石垣,2026年6月20日〜9月30日ダイヤ,,石垣港離島ターミナル,,no,,
anei-kanko__2026-06-20_2026-09-30__taketomi-port__ishigaki-port__1550,16:05,965,15:50,950,43,15,竹富港,yes,安栄観光,anei-kanko__竹富→石垣,2026年6月20日〜9月30日ダイヤ,,石垣港離島ターミナル,,no,,
anei-kanko__2026-06-20_2026-09-30__taketomi-port__ishigaki-port__1650,17:05,1025,16:50,1010,44,15,竹富港,yes,安栄観光,anei-kanko__竹富→石垣,2026年6月20日〜9月30日ダイヤ,,石垣港離島ターミナル,,no,,
anei-kanko__2026-06-20_2026-09-30__taketomi-port__ishigaki-port__1750,18:05,1085,17:50,1070,45,15,竹富港,yes,安栄観光,anei-kanko__竹富→石垣,2026年6月20日〜9月30日ダイヤ,,石垣港離島ターミナル,,no,,
anei-kanko__2026-06-20_2026-09-30__iriomote-uehara-port__ishigaki-port__0800,08:50,530,08:00,480,46,50,西表上原港,yes,安栄観光,anei-kanko__西表上原→石垣,2026年6月20日〜9月30日ダイヤ,,石垣港離島ターミナル,,no,,
anei-kanko__2026-06-20_2026-09-30__iriomote-uehara-port__ishigaki-port__0930,10:50,650,09:30,570,47,80,西表上原港,yes,安栄観光,anei-kanko__西表上原→石垣,2026年6月20日〜9月30日ダイヤ,,石垣港離島ターミナル,鳩間経由,no,,
anei-kanko__2026-06-20_2026-09-30__iriomote-uehara-port__ishigaki-port__1430,15:20,920,14:30,870,48,50,西表上原港,yes,安栄観光,anei-kanko__西表上原→石垣,2026年6月20日〜9月30日ダイヤ,,石垣港離島ターミナル,,no,,
anei-kanko__2026-06-20_2026-09-30__iriomote-uehara-port__ishigaki-port__1745,18:35,1115,17:45,1065,49,50,西表上原港,yes,安栄観光,anei-kanko__西表上原→石垣,2026年6月20日〜9月30日ダイヤ,,石垣港離島ターミナル,,no,,
anei-kanko__2026-06-20_2026-09-30__iriomote-uehara-port__hatoma-port__0930,10:20,620,09:30,570,50,50,西表上原港,yes,安栄観光,anei-kanko__西表上原→鳩間,2026年6月20日〜9月30日ダイヤ,,鳩間港,,no,,
anei-kanko__2026-06-20_2026-09-30__iriomote-ohara-port__ishigaki-port__0800,08:45,525,08:00,480,51,45,西表大原港,yes,安栄観光,anei-kanko__西表大原→石垣,2026年6月20日〜9月30日ダイヤ,上原航路欠航時のみ運航,石垣港離島ターミナル,,yes,route_cancelled,anei-kanko__西表上原→石垣
anei-kanko__2026-06-20_2026-09-30__iriomote-ohara-port__ishigaki-port__0930,10:15,615,09:30,570,52,45,西表大原港,yes,安栄観光,anei-kanko__西表大原→石垣,2026年6月20日〜9月30日ダイヤ,上原航路欠航時に大原-上原方面の連絡送迎バスあり,石垣港離島ターミナル,,no,,
anei-kanko__2026-06-20_2026-09-30__iriomote-ohara-port__ishigaki-port__1400,14:45,885,14:00,840,53,45,西表大原港,yes,安栄観光,anei-kanko__西表大原→石垣,2026年6月20日〜9月30日ダイヤ,,石垣港離島ターミナル,竹富経由,no,,
anei-kanko__2026-06-20_2026-09-30__iriomote-ohara-port__ishigaki-port__1700,17:45,1065,17:00,1020,54,45,西表大原港,yes,安栄観光,anei-kanko__西表大原→石垣,2026年6月20日〜9月30日ダイヤ,上原航路欠航時に大原-上原方面の連絡送迎バスあり,石垣港離島ターミナル,,no,,
anei-kanko__2026-06-20_2026-09-30__iriomote-ohara-port__ishigaki-port__1730,18:15,1095,17:30,1050,55,45,西表大原港,yes,安栄観光,anei-kanko__西表大原→石垣,2026年6月20日〜9月30日ダイヤ,上原航路欠航時のみ運航,石垣港離島ターミナル,,yes,route_cancelled,anei-kanko__西表上原→石垣
anei-kanko__2026-06-20_2026-09-30__iriomote-ohara-port__taketomi-port__1400,14:15,855,14:00,840,56,15,西表大原港,yes,安栄観光,anei-kanko__西表大原→竹富,2026年6月20日〜9月30日ダイヤ,,竹富港,,no,,
anei-kanko__2026-06-20_2026-09-30__hatoma-port__ishigaki-port__0945,11:05,665,09:45,585,57,80,鳩間港,yes,安栄観光,anei-kanko__鳩間→石垣,2026年6月20日〜9月30日ダイヤ,,石垣港離島ターミナル,上原経由,no,,
anei-kanko__2026-06-20_2026-09-30__hatoma-port__ishigaki-port__1725,18:45,1125,17:25,1045,58,80,鳩間港,yes,安栄観光,anei-kanko__鳩間→石垣,2026年6月20日〜9月30日ダイヤ,,石垣港離島ターミナル,上原経由,no,,
anei-kanko__2026-06-20_2026-09-30__hatoma-port__iriomote-uehara-port__1725,18:15,1095,17:25,1045,59,50,鳩間港,yes,安栄観光,anei-kanko__鳩間→西表上原,2026年6月20日〜9月30日ダイヤ,,西表上原港,,no,,
anei-kanko__2026-06-20_2026-09-30__kuroshima-port__ishigaki-port__0840,09:10,550,08:40,520,60,30,黒島港,yes,安栄観光,anei-kanko__黒島→石垣,2026年6月20日〜9月30日ダイヤ,,石垣港離島ターミナル,,no,,
anei-kanko__2026-06-20_2026-09-30__kuroshima-port__ishigaki-port__1410,14:40,880,14:10,850,61,30,黒島港,yes,安栄観光,anei-kanko__黒島→石垣,2026年6月20日〜9月30日ダイヤ,,石垣港離島ターミナル,,no,,
anei-kanko__2026-06-20_2026-09-30__kuroshima-port__ishigaki-port__1640,17:10,1030,16:40,1000,62,30,黒島港,yes,安栄観光,anei-kanko__黒島→石垣,2026年6月20日〜9月30日ダイヤ,,石垣港離島ターミナル,,no,,
yaeyama-kanko-ferry__2026-03-01_2026-09-30__kohama-port__ishigaki-port__0810,08:40,520,08:10,490,1,30,小浜港,yes,八重山観光フェリー,yaeyama-kanko-ferry__小浜→石垣,2026年3月〜9月ダイヤ,,石垣港離島ターミナル,,no,,
yaeyama-kanko-ferry__2026-03-01_2026-09-30__kohama-port__ishigaki-port__0940,10:10,610,09:40,580,2,30,小浜港,yes,八重山観光フェリー,yaeyama-kanko-ferry__小浜→石垣,2026年3月〜9月ダイヤ,,石垣港離島ターミナル,,no,,
yaeyama-kanko-ferry__2026-03-01_2026-09-30__kohama-port__ishigaki-port__1055,11:25,685,10:55,655,3,30,小浜港,yes,八重山観光フェリー,yaeyama-kanko-ferry__小浜→石垣,2026年3月〜9月ダイヤ,,石垣港離島ターミナル,,no,,
yaeyama-kanko-ferry__2026-03-01_2026-09-30__kohama-port__ishigaki-port__1440,15:10,910,14:40,880,4,30,小浜港,yes,八重山観光フェリー,yaeyama-kanko-ferry__小浜→石垣,2026年3月〜9月ダイヤ,,石垣港離島ターミナル,,no,,
yaeyama-kanko-ferry__2026-03-01_2026-09-30__kohama-port__ishigaki-port__1640,17:10,1030,16:40,1000,5,30,小浜港,yes,八重山観光フェリー,yaeyama-kanko-ferry__小浜→石垣,2026年3月〜9月ダイヤ,,石垣港離島ターミナル,,no,,
yaeyama-kanko-ferry__2026-03-01_2026-09-30__kohama-port__ishigaki-port__1800,18:30,1110,18:00,1080,6,30,小浜港,yes,八重山観光フェリー,yaeyama-kanko-ferry__小浜→石垣,2026年3月〜9月ダイヤ,,石垣港離島ターミナル,,no,,
yaeyama-kanko-ferry__2026-03-01_2026-09-30__ishigaki-port__kohama-port__0730,08:00,480,07:30,450,7,30,石垣港離島ターミナル,yes,八重山観光フェリー,yaeyama-kanko-ferry__石垣→小浜,2026年3月〜9月ダイヤ,,小浜港,,no,,
yaeyama-kanko-ferry__2026-03-01_2026-09-30__ishigaki-port__kohama-port__0900,09:30,570,09:00,540,8,30,石垣港離島ターミナル,yes,八重山観光フェリー,yaeyama-kanko-ferry__石垣→小浜,2026年3月〜9月ダイヤ,,小浜港,,no,,
yaeyama-kanko-ferry__2026-03-01_2026-09-30__ishigaki-port__kohama-port__1015,10:45,645,10:15,615,9,30,石垣港離島ターミナル,yes,八重山観光フェリー,yaeyama-kanko-ferry__石垣→小浜,2026年3月〜9月ダイヤ,,小浜港,,no,,
yaeyama-kanko-ferry__2026-03-01_2026-09-30__ishigaki-port__kohama-port__1400,14:30,870,14:00,840,10,30,石垣港離島ターミナル,yes,八重山観光フェリー,yaeyama-kanko-ferry__石垣→小浜,2026年3月〜9月ダイヤ,,小浜港,,no,,
yaeyama-kanko-ferry__2026-03-01_2026-09-30__ishigaki-port__kohama-port__1600,16:30,990,16:00,960,11,30,石垣港離島ターミナル,yes,八重山観光フェリー,yaeyama-kanko-ferry__石垣→小浜,2026年3月〜9月ダイヤ,,小浜港,,no,,
yaeyama-kanko-ferry__2026-03-01_2026-09-30__ishigaki-port__kohama-port__1720,17:50,1070,17:20,1040,12,30,石垣港離島ターミナル,yes,八重山観光フェリー,yaeyama-kanko-ferry__石垣→小浜,2026年3月〜9月ダイヤ,,小浜港,,no,,
yaeyama-kanko-ferry__2026-03-01_2026-09-30__ishigaki-port__taketomi-port__0730,07:45,465,07:30,450,13,15,石垣港離島ターミナル,yes,八重山観光フェリー,yaeyama-kanko-ferry__石垣→竹富,2026年3月〜9月ダイヤ,,竹富港,,no,,
yaeyama-kanko-ferry__2026-03-01_2026-09-30__ishigaki-port__taketomi-port__0830,08:45,525,08:30,510,14,15,石垣港離島ターミナル,yes,八重山観光フェリー,yaeyama-kanko-ferry__石垣→竹富,2026年3月〜9月ダイヤ,,竹富港,,no,,
yaeyama-kanko-ferry__2026-03-01_2026-09-30__ishigaki-port__taketomi-port__0930,09:45,585,09:30,570,15,15,石垣港離島ターミナル,yes,八重山観光フェリー,yaeyama-kanko-ferry__石垣→竹富,2026年3月〜9月ダイヤ,,竹富港,,no,,
yaeyama-kanko-ferry__2026-03-01_2026-09-30__ishigaki-port__taketomi-port__1030,10:45,645,10:30,630,16,15,石垣港離島ターミナル,yes,八重山観光フェリー,yaeyama-kanko-ferry__石垣→竹富,2026年3月〜9月ダイヤ,,竹富港,,no,,
yaeyama-kanko-ferry__2026-03-01_2026-09-30__ishigaki-port__taketomi-port__1130,11:45,705,11:30,690,17,15,石垣港離島ターミナル,yes,八重山観光フェリー,yaeyama-kanko-ferry__石垣→竹富,2026年3月〜9月ダイヤ,,竹富港,,no,,
yaeyama-kanko-ferry__2026-03-01_2026-09-30__ishigaki-port__taketomi-port__1330,13:45,825,13:30,810,18,15,石垣港離島ターミナル,yes,八重山観光フェリー,yaeyama-kanko-ferry__石垣→竹富,2026年3月〜9月ダイヤ,,竹富港,,no,,
yaeyama-kanko-ferry__2026-03-01_2026-09-30__ishigaki-port__taketomi-port__1430,14:45,885,14:30,870,19,15,石垣港離島ターミナル,yes,八重山観光フェリー,yaeyama-kanko-ferry__石垣→竹富,2026年3月〜9月ダイヤ,,竹富港,,no,,
yaeyama-kanko-ferry__2026-03-01_2026-09-30__ishigaki-port__taketomi-port__1530,15:45,945,15:30,930,20,15,石垣港離島ターミナル,yes,八重山観光フェリー,yaeyama-kanko-ferry__石垣→竹富,2026年3月〜9月ダイヤ,,竹富港,,no,,
yaeyama-kanko-ferry__2026-03-01_2026-09-30__ishigaki-port__taketomi-port__1600,16:15,975,16:00,960,21,15,石垣港離島ターミナル,yes,八重山観光フェリー,yaeyama-kanko-ferry__石垣→竹富,2026年3月〜9月ダイヤ,,竹富港,,no,,
yaeyama-kanko-ferry__2026-03-01_2026-09-30__ishigaki-port__taketomi-port__1730,17:45,1065,17:30,1050,22,15,石垣港離島ターミナル,yes,八重山観光フェリー,yaeyama-kanko-ferry__石垣→竹富,2026年3月〜9月ダイヤ,,竹富港,,no,,
yaeyama-kanko-ferry__2026-03-01_2026-09-30__ishigaki-port__iriomote-uehara-port__0800,09:20,560,08:00,480,23,80,石垣港離島ターミナル,yes,八重山観光フェリー,yaeyama-kanko-ferry__石垣→西表上原,2026年3月〜9月ダイヤ,,西表上原港,鳩間経由,no,,
yaeyama-kanko-ferry__2026-03-01_2026-09-30__ishigaki-port__iriomote-uehara-port__1100,11:50,710,11:00,660,24,50,石垣港離島ターミナル,yes,八重山観光フェリー,yaeyama-kanko-ferry__石垣→西表上原,2026年3月〜9月ダイヤ,,西表上原港,,no,,
yaeyama-kanko-ferry__2026-03-01_2026-09-30__ishigaki-port__iriomote-uehara-port__1330,14:20,860,13:30,810,25,50,石垣港離島ターミナル,yes,八重山観光フェリー,yaeyama-kanko-ferry__石垣→西表上原,2026年3月〜9月ダイヤ,,西表上原港,,no,,
yaeyama-kanko-ferry__2026-03-01_2026-09-30__ishigaki-port__iriomote-uehara-port__1545,17:05,1025,15:45,945,26,80,石垣港離島ターミナル,yes,八重山観光フェリー,yaeyama-kanko-ferry__石垣→西表上原,2026年3月〜9月ダイヤ,,西表上原港,鳩間経由,no,,
yaeyama-kanko-ferry__2026-03-01_2026-09-30__ishigaki-port__iriomote-ohara-port__0730,08:15,495,07:30,450,27,45,石垣港離島ターミナル,yes,八重山観光フェリー,yaeyama-kanko-ferry__石垣→西表大原,2026年3月〜9月ダイヤ,,西表大原港,,no,,
yaeyama-kanko-ferry__2026-03-01_2026-09-30__ishigaki-port__iriomote-ohara-port__0900,09:45,585,09:00,540,28,45,石垣港離島ターミナル,yes,八重山観光フェリー,yaeyama-kanko-ferry__石垣→西表大原,2026年3月〜9月ダイヤ,,西表大原港,,no,,
yaeyama-kanko-ferry__2026-03-01_2026-09-30__ishigaki-port__iriomote-ohara-port__1030,11:15,675,10:30,630,29,45,石垣港離島ターミナル,yes,八重山観光フェリー,yaeyama-kanko-ferry__石垣→西表大原,2026年3月〜9月ダイヤ,,西表大原港,,no,,
yaeyama-kanko-ferry__2026-03-01_2026-09-30__ishigaki-port__iriomote-ohara-port__1400,14:45,885,14:00,840,30,45,石垣港離島ターミナル,yes,八重山観光フェリー,yaeyama-kanko-ferry__石垣→西表大原,2026年3月〜9月ダイヤ,,西表大原港,,no,,
yaeyama-kanko-ferry__2026-03-01_2026-09-30__ishigaki-port__iriomote-ohara-port__1530,16:15,975,15:30,930,31,45,石垣港離島ターミナル,yes,八重山観光フェリー,yaeyama-kanko-ferry__石垣→西表大原,2026年3月〜9月ダイヤ,,西表大原港,,no,,
yaeyama-kanko-ferry__2026-03-01_2026-09-30__ishigaki-port__iriomote-ohara-port__1640,17:25,1045,16:40,1000,32,45,石垣港離島ターミナル,yes,八重山観光フェリー,yaeyama-kanko-ferry__石垣→西表大原,2026年3月〜9月ダイヤ,,西表大原港,,no,,
yaeyama-kanko-ferry__2026-03-01_2026-09-30__ishigaki-port__hatoma-port__0800,09:20,560,08:00,480,33,80,石垣港離島ターミナル,yes,八重山観光フェリー,yaeyama-kanko-ferry__石垣→鳩間,2026年3月〜9月ダイヤ,,鳩間港,西表上原経由,no,,
yaeyama-kanko-ferry__2026-03-01_2026-09-30__ishigaki-port__hatoma-port__1545,17:05,1025,15:45,945,34,80,石垣港離島ターミナル,yes,八重山観光フェリー,yaeyama-kanko-ferry__石垣→鳩間,2026年3月〜9月ダイヤ,,鳩間港,西表上原経由,no,,
yaeyama-kanko-ferry__2026-03-01_2026-09-30__ishigaki-port__kuroshima-port__0830,09:00,540,08:30,510,35,30,石垣港離島ターミナル,yes,八重山観光フェリー,yaeyama-kanko-ferry__石垣→黒島,2026年3月〜9月ダイヤ,,黒島港,,no,,
yaeyama-kanko-ferry__2026-03-01_2026-09-30__ishigaki-port__kuroshima-port__1135,12:05,725,11:35,695,36,30,石垣港離島ターミナル,yes,八重山観光フェリー,yaeyama-kanko-ferry__石垣→黒島,2026年3月〜9月ダイヤ,,黒島港,,no,,
yaeyama-kanko-ferry__2026-03-01_2026-09-30__ishigaki-port__kuroshima-port__1630,17:00,1020,16:30,990,37,30,石垣港離島ターミナル,yes,八重山観光フェリー,yaeyama-kanko-ferry__石垣→黒島,2026年3月〜9月ダイヤ,,黒島港,,no,,
yaeyama-kanko-ferry__2026-03-01_2026-09-30__taketomi-port__ishigaki-port__0750,08:05,485,07:50,470,38,15,竹富港,yes,八重山観光フェリー,yaeyama-kanko-ferry__竹富→石垣,2026年3月〜9月ダイヤ,,石垣港離島ターミナル,,no,,
yaeyama-kanko-ferry__2026-03-01_2026-09-30__taketomi-port__ishigaki-port__0850,09:05,545,08:50,530,39,15,竹富港,yes,八重山観光フェリー,yaeyama-kanko-ferry__竹富→石垣,2026年3月〜9月ダイヤ,,石垣港離島ターミナル,,no,,
yaeyama-kanko-ferry__2026-03-01_2026-09-30__taketomi-port__ishigaki-port__0950,10:05,605,09:50,590,40,15,竹富港,yes,八重山観光フェリー,yaeyama-kanko-ferry__竹富→石垣,2026年3月〜9月ダイヤ,,石垣港離島ターミナル,,no,,
yaeyama-kanko-ferry__2026-03-01_2026-09-30__taketomi-port__ishigaki-port__1050,11:05,665,10:50,650,41,15,竹富港,yes,八重山観光フェリー,yaeyama-kanko-ferry__竹富→石垣,2026年3月〜9月ダイヤ,,石垣港離島ターミナル,,no,,
yaeyama-kanko-ferry__2026-03-01_2026-09-30__taketomi-port__ishigaki-port__1150,12:05,725,11:50,710,42,15,竹富港,yes,八重山観光フェリー,yaeyama-kanko-ferry__竹富→石垣,2026年3月〜9月ダイヤ,,石垣港離島ターミナル,,no,,
yaeyama-kanko-ferry__2026-03-01_2026-09-30__taketomi-port__ishigaki-port__1350,14:05,845,13:50,830,43,15,竹富港,yes,八重山観光フェリー,yaeyama-kanko-ferry__竹富→石垣,2026年3月〜9月ダイヤ,,石垣港離島ターミナル,,no,,
yaeyama-kanko-ferry__2026-03-01_2026-09-30__taketomi-port__ishigaki-port__1450,15:05,905,14:50,890,44,15,竹富港,yes,八重山観光フェリー,yaeyama-kanko-ferry__竹富→石垣,2026年3月〜9月ダイヤ,,石垣港離島ターミナル,,no,,
yaeyama-kanko-ferry__2026-03-01_2026-09-30__taketomi-port__ishigaki-port__1550,16:05,965,15:50,950,45,15,竹富港,yes,八重山観光フェリー,yaeyama-kanko-ferry__竹富→石垣,2026年3月〜9月ダイヤ,,石垣港離島ターミナル,,no,,
yaeyama-kanko-ferry__2026-03-01_2026-09-30__taketomi-port__ishigaki-port__1620,16:35,995,16:20,980,46,15,竹富港,yes,八重山観光フェリー,yaeyama-kanko-ferry__竹富→石垣,2026年3月〜9月ダイヤ,,石垣港離島ターミナル,,no,,
yaeyama-kanko-ferry__2026-03-01_2026-09-30__taketomi-port__ishigaki-port__1750,18:05,1085,17:50,1070,47,15,竹富港,yes,八重山観光フェリー,yaeyama-kanko-ferry__竹富→石垣,2026年3月〜9月ダイヤ,,石垣港離島ターミナル,,no,,
yaeyama-kanko-ferry__2026-03-01_2026-09-30__iriomote-uehara-port__ishigaki-port__0900,10:20,620,09:00,540,48,80,西表上原港,yes,八重山観光フェリー,yaeyama-kanko-ferry__西表上原→石垣,2026年3月〜9月ダイヤ,,石垣港離島ターミナル,鳩間経由,no,,
yaeyama-kanko-ferry__2026-03-01_2026-09-30__iriomote-uehara-port__ishigaki-port__1200,12:50,770,12:00,720,49,50,西表上原港,yes,八重山観光フェリー,yaeyama-kanko-ferry__西表上原→石垣,2026年3月〜9月ダイヤ,,石垣港離島ターミナル,,no,,
yaeyama-kanko-ferry__2026-03-01_2026-09-30__iriomote-uehara-port__ishigaki-port__1430,15:20,920,14:30,870,50,50,西表上原港,yes,八重山観光フェリー,yaeyama-kanko-ferry__西表上原→石垣,2026年3月〜9月ダイヤ,,石垣港離島ターミナル,,no,,
yaeyama-kanko-ferry__2026-03-01_2026-09-30__iriomote-uehara-port__ishigaki-port__1705,17:55,1075,17:05,1025,51,50,西表上原港,yes,八重山観光フェリー,yaeyama-kanko-ferry__西表上原→石垣,2026年3月〜9月ダイヤ,,石垣港離島ターミナル,,no,,
yaeyama-kanko-ferry__2026-03-01_2026-09-30__iriomote-uehara-port__hatoma-port__0900,09:50,590,09:00,540,52,50,西表上原港,yes,八重山観光フェリー,yaeyama-kanko-ferry__西表上原→鳩間,2026年3月〜9月ダイヤ,,鳩間港,,no,,
yaeyama-kanko-ferry__2026-03-01_2026-09-30__iriomote-ohara-port__ishigaki-port__0830,09:15,555,08:30,510,53,45,西表大原港,yes,八重山観光フェリー,yaeyama-kanko-ferry__西表大原→石垣,2026年3月〜9月ダイヤ,,石垣港離島ターミナル,,no,,
yaeyama-kanko-ferry__2026-03-01_2026-09-30__iriomote-ohara-port__ishigaki-port__1000,10:45,645,10:00,600,54,45,西表大原港,yes,八重山観光フェリー,yaeyama-kanko-ferry__西表大原→石垣,2026年3月〜9月ダイヤ,,石垣港離島ターミナル,,no,,
yaeyama-kanko-ferry__2026-03-01_2026-09-30__iriomote-ohara-port__ishigaki-port__1130,12:15,735,11:30,690,55,45,西表大原港,yes,八重山観光フェリー,yaeyama-kanko-ferry__西表大原→石垣,2026年3月〜9月ダイヤ,,石垣港離島ターミナル,,no,,
yaeyama-kanko-ferry__2026-03-01_2026-09-30__iriomote-ohara-port__ishigaki-port__1500,15:45,945,15:00,900,56,45,西表大原港,yes,八重山観光フェリー,yaeyama-kanko-ferry__西表大原→石垣,2026年3月〜9月ダイヤ,,石垣港離島ターミナル,,no,,
yaeyama-kanko-ferry__2026-03-01_2026-09-30__iriomote-ohara-port__ishigaki-port__1630,17:15,1035,16:30,990,57,45,西表大原港,yes,八重山観光フェリー,yaeyama-kanko-ferry__西表大原→石垣,2026年3月〜9月ダイヤ,,石垣港離島ターミナル,,no,,
yaeyama-kanko-ferry__2026-03-01_2026-09-30__iriomote-ohara-port__ishigaki-port__1735,18:20,1100,17:35,1055,58,45,西表大原港,yes,八重山観光フェリー,yaeyama-kanko-ferry__西表大原→石垣,2026年3月〜9月ダイヤ,,石垣港離島ターミナル,,no,,
yaeyama-kanko-ferry__2026-03-01_2026-09-30__hatoma-port__ishigaki-port__0920,10:40,640,09:20,560,59,80,鳩間港,yes,八重山観光フェリー,yaeyama-kanko-ferry__鳩間→石垣,2026年3月〜9月ダイヤ,,石垣港離島ターミナル,西表上原経由,no,,
yaeyama-kanko-ferry__2026-03-01_2026-09-30__hatoma-port__ishigaki-port__1640,18:00,1080,16:40,1000,60,80,鳩間港,yes,八重山観光フェリー,yaeyama-kanko-ferry__鳩間→石垣,2026年3月〜9月ダイヤ,,石垣港離島ターミナル,西表上原経由,no,,
yaeyama-kanko-ferry__2026-03-01_2026-09-30__hatoma-port__iriomote-uehara-port__1640,17:30,1050,16:40,1000,61,50,鳩間港,yes,八重山観光フェリー,yaeyama-kanko-ferry__鳩間→西表上原,2026年3月〜9月ダイヤ,,西表上原港,,no,,
yaeyama-kanko-ferry__2026-03-01_2026-09-30__kuroshima-port__ishigaki-port__0910,09:40,580,09:10,550,62,30,黒島港,yes,八重山観光フェリー,yaeyama-kanko-ferry__黒島→石垣,2026年3月〜9月ダイヤ,,石垣港離島ターミナル,,no,,
yaeyama-kanko-ferry__2026-03-01_2026-09-30__kuroshima-port__ishigaki-port__1215,12:45,765,12:15,735,63,30,黒島港,yes,八重山観光フェリー,yaeyama-kanko-ferry__黒島→石垣,2026年3月〜9月ダイヤ,,石垣港離島ターミナル,,no,,
yaeyama-kanko-ferry__2026-03-01_2026-09-30__kuroshima-port__ishigaki-port__1710,17:40,1060,17:10,1030,64,30,黒島港,yes,八重山観光フェリー,yaeyama-kanko-ferry__黒島→石垣,2026年3月〜9月ダイヤ,,石垣港離島ターミナル,,no,,
